"token_id","ok","text"
"259","1","'   '"
"464","1","' ' '"
"548","1",""", """
"557","1","'), '"
"743","1","')))) '"
"862","1",""","" """
"1090","1","')); '"
"1200","1",", ,"
"1243","0",""""""""
"1302","1","'  '"
"1481","0","'''"
"1599","0",""""""""
"1648","1","'(), '"
"1657","1","'()); '"
"1761","1","'); '"
"2063","1","'., '"
"2142","0",", ,"
"2207","1","''); '"
"2250","1","'ently '"
"2322","1","')$ '"
"2764","1","' space '"
"3029","0",", , , , , , , , , , , , , , , , , , , , , , , ,"
"3311","0","'{ '"
"3372","1","“,”"
"3446","1","' für '"
"3460","1","')} '"
"3498","1","'}); '"
"3548","1","""""), """
"4086","1","'ный нын'."
"4145","0","""""."
"4420","0","'(()';"
"4532","0","''."
"4604","1",",,"
"4616","1","'$$- $$."
"4809","1","'ского '"
"4829","1","''), '"
"4948","0","')))) '"
"5070","0","'$, '"
"5124","0","'$$. '"
"5260","1","'}}\ '"
"5341","0","""""))"";"
"5429","1","')))) '"
"5796","1","',_ '"
"5868","1","'тив '."
"5984","1","'einer'."
"5988","1",""","" """
"6078","0","'', ' '"
"6238","1","'ства '"
"6286","1","' для '"
"6564","0","']] '"
"6851","1","`, `, `, `, `, `, `, `, `, `, `, `,"
"6913","0","'))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"6994","0","''), '"
"7026","1","'einem einem einem einem einem einem einem einem einem einem einem"
"7218","0","')))) '"
"7265","1","'ствен '."
"7574","0","')))) '"
"7706","1","""}, '"
"7717","1",""", """
"7889","0",""" "", "" "", "" "", "" "", "" "", "" "", "" "", "" "", "" "", "" "", "" "", "" "","
"7897","1","'einen'."
"7927","1","')$, '"
"7935","1","""}"" ""}"""
"7990","1","'iously '"
"8100","1","')))) '"
"8112","0","'$$$'"
"8257","1","' ин '."
"8698","0","')))) '"
"8757","0","''' '''"
"8797","0","'))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"8849","0","'ностей '"
"9031","1","' wurden '"
"9079","1","'()). '"
"9153","0","'''';"
"9324","1","'ления '"
"9340","0","')$ '"
"9350","0","“, “"
"9412","0","'}{ '"
"9468","1","'ность '"
"9620","0","''"
"9859","0","')))) '"
"10457","0","'# # # # # # # # # # # # # # # # # # # # # # # #"
"10599","1","' spaces '"
"10646","1","'вля '"
"10781","1","'}}, '"
"10825","1","')^{ '"
"10939","1",""", """
"11044","1","' había '"
"11168","0","'(), '"
"11298","0","'welche'"
"11366","1","' seiner '."
"11501","0","'))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"11544","1","'){\ '"
"11688","0","'))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"11880","0","'';"
"11922","0","')))) '"
"11996","1","'$$) '"
"12109","1","' ін '"
"12159","1",""")"" """
"12193","0","';'; ';'; ';'; ';'; ';'; ';'; ';'; ';';"
"12251","1","'ября '"
"12498","1","' также '"
"12505","1","'стви '"
"12531","1","'eines'."
"12887","0","'}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{"
"12900","1","'}}( '"
"12941","0","'))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"13086","1","'alors'."
"13235","0","' ' ' '"
"13400","1","'_); '"
"13417","1","' également '"
"13815","1","' dieser '"
"13928","0","''); '"
"13932","0","'']; '"
"13948","0","'$ $'"
"13981","0","'ними '."
